출처,작성자,날짜,제목,내용,공감,비공감,조회수
네이버관람평,,2020.07.06. 12:56,,"판소리에 빠져들고, 반전있는 스토리에다 영상미는 덤!",17,8,
네이버관람평,,2020.07.06. 11:16,,"시사회로 보고 따로 예매해서 또 봤어요, 심청전이 이렇게 슬펐는지 처음 알았네요~ 처음에 판소리 영화라고 해서 재미없고 지루할 것 같아서 끌리지
            않았는데, 완전 저의 편견이였어요... 판소리랑 어우러지니까 더 감동적이였던 것 같아요! 주변에도 추천해주고 어제 부모님도 보여드렸는데 재밌었다고 좋아하셨네요^^! 간만에 좋은영화 보게되어
            기분이 좋습니다~",26,7,
네이버관람평,,2020.07.06. 08:22,,"스토리가 현실이랑 심청이 이야기를 왔다갔다,이해하는데 어려움은 없었으나 집중하는데 몰입도가 떨어졌음. 저예산 영화인가 ...의상이며 씨지가 ㅜㅜ...막
            감동적으로 재밌었다도 아니고 그렇다고 재미없다는건 아니고 애매했어요",21,14,
네이버관람평,,2020.07.05. 23:24,,좋았습니다~~!!!,21,9,
네이버관람평,,2020.07.05. 20:52,,"근래들어 영화관도 오랜만이었고..정말 간만에 영화보면서 실컷 울었네요!감동스런 판소리와 아름다운 영상..배우들의 역할에 맞는 맛깔나는 연기..특히 임성철
            배우님의 어리숙한듯 코믹스런 스님연기 좋았습니다~^^청이역의 김하연배우..와우..정말 대단하더라구요..ㅎ이유리배우는 도회적 이미지로 의아했는데..그런생각 1도 안들만큼 작품속에 잘 녹아들었구요.
            이봉근배우는..찾아보니 전문 소리꾼이더나구요..넘나 멋졌습니다!중간중간 뮤지컬파트도 좋았습니다~^^이런좋은 영화는 꼭 보셔야합니다!오랫동안 극장에서 상영되길 바랍니다!",25,15,
네이버관람평,,2020.07.05. 19:07,,지루한 장면은 잇엇지만 스토리는잇고해피엔딩이엿던 영화네요괜찮게 봤습니다.,10,7,
네이버관람평,,2020.07.05. 10:26,,"일단 이봉근씨의 판소리는 정말 뮤지컬 보는느낌이었어요.레미제라블, 캣츠 다음으로 인상적인 뮤지컬무비입니다.또한 개인적으로 영상 배경이 너무
            좋았습니다.넓은 들판의 몽환적인 분위기가 매우좋았어.",25,14,
네이버관람평,,2020.07.05. 05:42,,판소리라는 음악장르를 다시 보게 되었고 가장 한국적인 영화,25,14,
네이버관람평,,2020.07.05. 03:34,,"한국판 뮤지컬영화! 영화 중후반부터 몰입해서 시간 가는줄 모르고 집중해서 봤다. 판소리라는 소재가 신선했고 배우들의 연기와 소리도 좋았다. 웃다가 울다가
            재미와 감동이 함께한 힐링영화!!",22,9,
네이버관람평,,2020.07.05. 02:20,,알바 겁나많네 지겹고 연기도 어색하고 그냥 일일드라마보는느낌이였음 스토리전개도 뜬금없고또이글도 알바들이 싫어요 엄청눌르겠지,95,87,
네이버관람평,,2020.07.04. 23:09,,"어느 평론에서 말했듯 소리꾼의 득음 과정이 아닌 판소리가 만들어지는 과정을 담아낸 영화라는 것이 색달랐습니다. 영화의 결말 자체도 판소리를 향유하던
            계층이 모두 염원하던 바가 아니었을까.. 라는 생각이 들기도 하더라구요. 재밌게 잘 봤습니다! 소리도 너무 좋았어요.",22,8,
네이버관람평,,2020.07.04. 22:24,,와 그냥 스토리 미쳐씀 그냥 보게되요 이거는 봐보면 제가하는말이맞다고인정함니다,16,12,
네이버관람평,,2020.07.04. 22:12,,"코로나 터진 이후에 처음으로 영화 봤는데 오랜만에 아주 맘에 드는 영화였습니다. 판소리 영화라 낯설긴 했지만 볼수록 빠져들고 2시간이 금방 지나갔네요.
            배우들 모두 캐릭터 살려서 연기 잘 하시고, 재미와 감동 두 단어가 어울리는 영화였어요! 추천!!",25,6,
네이버관람평,,2020.07.04. 22:06,,국악 뮤지컬이라는 새로운 장르가 신선하고 좋았습니다. 모배우 팬으로 보게 되었는데 즐겁고 감동적인 국악의 감동이 여운으로 오래 남는 영화입니다.,27,7,
네이버관람평,,2020.07.04. 18:48,,"와 진짜 소리가 예술이에요 마음에 감정이 남아 쉽사리 헤어나오지못하겠네요. 정말 최고의 영화! 마지막에는 희열과 소름이 돋았습니다. 진짜 티비로도 뵙고
            싶어요 영화관에서 눈물 참느라 고역이였어요ㅜㅜ 호랑이 울음소리라...진짜 최고에요",18,11,
네이버관람평,,2020.07.04. 17:38,,"팔도 강산의 아름다운 풍경과 여러 이유로 전국을 유랑하는 사람들의 애환이 애틋하게 다가왔습니다. 판소리의 유래와 소리에 얽힌 한맺힌 예술혼이 가슴 뭉클한
            감동과 진한 울림을 선사한 한국적인 뮤지컬 영화로서 추천합니다. 심청가와 춘향가가 어우러진 클라이맥스씬과 어린 청이역의 김하연 배우의 깜찍한 연기가 돋보였습니다. 음악이 가진 치유의 힘을
            온가족이 함께 느껴보시기 바랍니다~! 한국영화의 새로운 시도가 더 많은 관객들의 선택을 받게 되기를 응원합니다.",26,7,
네이버관람평,,2020.07.04. 11:54,,"중반부가 넘어서야 기존의 판소리 내용을 나름 각색해서 이야기를 풀어나간 걸 알았습니다. 메인 줄거리와 서브 줄거리가 만나는 지점도 재밌고 이별가와
            어사출두 나올 때는 익숙한 음악이라 '아 이걸 이렇게 엮는구나' 싶었어요, 대중적으로 풀려고 노력한 점은 보이나 많은 이들이 재미를 느낄 수 있을지는 모르겠습니다. 개인적으로는 재밌었습니다.",22,8,
네이버관람평,,2020.07.04. 00:09,,기대없이 봤는데 재미있었어요!유머와 감동이 있고 판소리로 귀호강했네요,26,7,
네이버관람평,,2020.07.03. 23:53,,와이프랑 간만에 보러갔는데 정말 청각이 즐거워지는 뜻깊은 영화였습니다.,27,8,
네이버관람평,,2020.07.03. 22:50,,기대 정말 안했는데 생각보다는 좋습니다 판소리 정말 좋더라구요,27,9,
네이버관람평,,2020.07.03. 22:49,,"영화관에서 발열체크하고 소독도 하니까 걱정하지 말고 영화 보러 오셨으면 좋겠네요 코로나 때문에 영화관 오시기 꺼려하시는 분들 많은데 전염병 때문에
            묻혀지기엔 아까운 영화라 관객분들이 많이 찾아와 주셨으면 좋겠어요ㅠㅠ한국의 정과 소리 그리고 역사까지 두루두루 녹여낸 한국 영화 많이 찾아와주세요~",34,15,
네이버관람평,,2020.07.03. 16:38,,"꼭 보면 좋을 영화다. 관람하는 내내, 우리 것의 소중함이 느껴지고 지키고 싶은 소중한 문화유산이라 생각되어진 시간이었다.",92,18,
네이버관람평,,2020.07.03. 12:48,,저희 부모님께서 재밌게보셨대요 감사합니다~,62,17,
네이버관람평,,2020.07.03. 12:02,,"연기, 소리, 스토리, 음악, 배경 모두 빼놓을 수 없이 최고의 영화예요정말 재밌게 봤어요오랜만에 CD사러 가야겠어요좋은 영화 보고 갑니다.감사합니다
            :-)",31,12,
네이버관람평,,2020.07.02. 23:03,,기대 안하고 봤는데 판소리와 드라마의 조화가 이렇게 감동적이고 재미있을 줄이야.,82,17,
네이버관람평,,2020.07.02. 16:44,,영화평점 처음 남겨요너무 재미 있어요ㅎ,92,21,
네이버관람평,,2020.07.02. 15:40,,조금 아쉬운 소소한 영화,43,23,
네이버관람평,,2020.07.02. 11:26,,친구들이 보고나서 기대안했는데 보기잘했다고 이런 멋있는 영화인줄 몰랐다고 놀라워했습니다.**** 영화보다 훨씬 좋습니다.정말 강추합니다!!~~~,110,22,
네이버관람평,,2020.07.02. 03:36,,영화내용도 좋고 이봉근님 소리에 반하고 +몰락양반 김동완님 연기도 영화에 잘 스며든거 같고 감동도 있고 흥했으면 좋겠어요,177,36,
네이버관람평,,2020.07.02. 03:09,,"아쉬운 부분들도 있었으나 따뜻한 영화였고 개인적으로 이봉근 씨의 연기와 소리에 감동 받았네요. 다만 소리하는 부분이 좀 더 많았더라면, 그리고 부모님과
            함께 보았다면 더 좋았을 것 같습니다.",118,21,
네이버관람평,,2020.07.02. 01:45,,아 내가 판소리를 보고 눈물을 흘릴줄이야.,297,68,
네이버관람평,,2020.07.01. 17:49,,"대사에 어색한 부분이 있지만 모든 것이 용서되는 청이의 연기력! 그리고 두 개의 이야기가 동시에 진행되는 것이 감동을 더함. 만들어가는 이야기의 매력이
            철철~~~",151,34,
시리즈온,,"2022-02-21
                    23:21",,울었다.....,0,0,
시리즈온,,"2021-08-21
                    00:08",,"이유리 배우님 완전 팬이에요. 이 영화를 10x
                    봤어는데...또 보고싶어요ㅠㅠㅠ 많이 좋아요...사랑해요 이유리 배우님",0,0,
시리즈온,,"2020-09-24
                    02:37",,"음... 서편제나 천년학 생각하지 마세요.
                    소리꾼의 마누라 찾아 삼만리 권선징악 스토리ㅋㅋㅋ

                    시각적으로는 보기 좋은 자연경관이 가끔 보이고 케릭터 대사 톤은 어색하고 조명 연출에서까지 허접함을 느낀 영화는 정말 오랜만이다.",0,3,
시리즈온,,"2020-09-09
                    06:00",,"이 영화 ""소리꾼""이라는 영화 제목을 보고 예전에
                    보았던 ""서편제""나 ""천년학""과 같은 해학이 담겨 있으리라고 망설임 없이 구매하여 관람을 하였으나, 이 영화를 관람하고난 나의 느낌이다.
                    소리는 한국인의 한과 해학이 담겨있어야 한다고 생각한다. 그러나 이 영화 ""소리꾼""은 권력자들의 부패로 인한 뒷거래로 관객의 분개심만 키워주는 단순한 내용이다. 영화를 보고나면
                    오래동안 가슴 속에 여운이 남아야 하는데, 머리 속이 텅 빈 느낌이다.",1,3,
시리즈온,,"2020-08-29
                    20:04",,"내용 전개가 언뜻 이해되지 않아서 이상하게 여기다가
                    끝까지 쭉 보니, 나름대로 고민하고 준비한 것이라는 것을 알겠네요. 판소리는 아주 만족하며 들었습니다.(--)(__) 최고!",2,0,
시리즈온,,"2020-08-02
                    03:20",,"감수성이 풍부한 저는 펑펑 울고 갑니다
                    ㅠㅠ",5,1,
시리즈온,,"2020-08-01
                    18:50",,"오랜만에 한국적 정서가 담긴 판소리의 구수함과
                    주연배우의 가창력도 한몫 하여 정겨움이 다가온 작품이었다.",6,1,
시리즈온,,"2020-07-23
                    19:34",,별로임.,4,4,
시리즈온,,"2020-07-22
                    01:56",,"판소리가 이런 음악이구나.. 가슴먹먹히 느끼고
                    갑니다. 오페라, 뮤지컬, 이런거 돈주고 보러 가본 적은 있어도 판소리를 돈 주고 본 적은 없는데 정말 직접 가서 듣고 느끼고 싶었어요!!!!!! 이봉근님 팬 되었습니다 ㅠㅠ
                    도입부에 심청이 이야기가 배경이 되는걸 알았을 때 좀 지루할 것 같은 느낌이 들었는데, 이렇게 가슴 절절하고 긴장감 넘치는 우리 이야기라는거 배웠어요. 오리지널을 제대로 만난
                    느낌...!!!! 이봉근님 빼고 조연으로 나오시는 분들은 영화 좋아하는 분들이라면 다 아실만한 실력있는 분들이 정말 많아서 계속 신기해하면서 봤어요. 전 조연분들 보면 뭔가
                    영화인들이 응원하고 인정하는 영화, 퀄리티 있는 영화라는 생각을 하는데 - 진짜 영화 초반부터 끝까지 실력파 배우분들이 너무 많아 끝까지 재미있게 봤어요!!!! 음악영화라 영화관
                    가서 다시 한 번 보고싶네요~",10,4,
시리즈온,,"2020-07-19
                    17:09",,"판소리를 모르는 아이에게 수험공부용으로 틀어줬다가
                    제가 울었어요ㅠㅠ적극추천! 정말 꿀쨈!

                    참! 큰애가 학교에서 샘이 틀어준 영상에서 나온 아저씨가 이영화에 나온다며 신기해 했어요
                    그 말에 저도 신기~^^",7,4,
시리즈온,,"2020-07-19
                    16:52",,"코로나로 지친 자녀에게 부모가 추천한 최고의
                    힐링무비~ 아이랑 둘이 보다 같이 울었어요 ㅠ",5,4,
시리즈온,,"2020-07-18
                    12:53",,진짜 돈과 시간이 아까웠어요..,5,5,
왓챠피디아,,,,차라리 심학규에게 모든걸 몰아주었다면,53,,
왓챠피디아,,,,"소리의 오묘한 조화.
            심학규가 부르는 딸을 위한 노래
            나리가 생각하는 암행어사 출두
            노래를 보강하기 위한 뺑덕어멈의 출현
            소리의 아름다움.
            시도도 좋았고. 소리도 좋았고, 극적인 느낌도 좋았고.
            배우들의 연기도 너무 좋았다.
            어색한 부분들은 후에 나올 소리 영화들의 과도기라 여기자!
            아유. 하연이의 연기! 너무 좋다 ㅠㅠ
            #20.7.16 (1783)",52,,
왓챠피디아,,,,"초반 어색하고 억지스럽던 판소리를
            갈수록 스토리로 이어서 새로운 장르로 개척한 느낌.
            좋았다. 심청전의 재해석.
            아는 걸 쉽게 풀어주는 느낌.
            박철민님 정말 천상배우시다.
            영화를 세배 재밌게 만들어주시네.",26,,
