출처,형태,세부정보,작성자,날짜,내용,공감,비공감,답글수,원댓글ID
리디,연재본,,lat***,2022.10.17.,레전드 웹툰.... 작가님 많이 벌고 좋은 작품 많이 많이 그려주세요 !! ㅠㅠㅠ,0,,,
리디,연재본,,kim***,2022.10.17.,심청전의 재해석 좋아요 재밌습니다,0,,,
리디,연재본,,pjs***,2022.10.17.,그림이 너무 예쁘고 금손이시네요,0,,,
리디,연재본,,dol***,2022.10.17.,오호라~넘나 재밌고 그림체도 예뻐요~~,0,,,
리디,연재본,,jam***,2022.10.17.,오~이런 심청도 좋네요!!가슴이 웅장해 집니다!!!,0,,,
리디,연재본,,cxc***,2022.10.17.,와...이걸 보는 날이 오다니 너무 좋아요,0,,,
리디,연재본,,lim***,2022.10.17.,그림 너무 예쁘고 재미있어요,0,,,
리디,연재본,,min***,2022.10.17.,작화도 예쁘고 스토리도 좋아요 재미있어요,0,,,
리디,연재본,,rea***,2022.10.17.,작화도 좋고 이야기도 감동도 있고 좋아요.,0,,,
리디,연재본,,yyj***,2022.10.17.,헉 이게 올라오다니!진짜 재밌습니다ㅠㅠ,0,,,
리디,연재본,,tdy***,2022.10.17.,재밌게 보고 있어요 재밌네요 이런 내용은 처음 보네요,0,,,
리디,연재본,,lal***,2022.10.17.,그림도 고퀄이고 이야기도 너무 재밌어요 ㅠㅠ 명작 ㅠㅠ추천합니다,0,,,
리디,연재본,,oko***,2022.10.17.,모두가 아는 내용을 새롭게 만드는 힘이 있네요재밌어요,0,,,
리디,연재본,,blu***,2022.10.17.,좋아하는 작품이예요. 고전을 재해석한 작가의 시각도 좋아해요.,0,,,
리디,연재본,,vkf***,2022.10.17.,아름다운 작화의 GL,0,,,
리디,연재본,,zuk***,2022.10.17.,그림체 예쁘고 내용 좋아요,0,,,
리디,연재본,,ski***,2022.10.17.,심청이라니 재미있어요,0,,,
리디,연재본,,sen***,2022.10.17.,전편 소장해도 후회 없을 만화,0,,,
리디,연재본,,hea***,2022.10.17.,심청이를 지엘로 본다니 ㅋㅋ 넘 신선하고 잼나요,0,,,
리디,연재본,,inv***,2022.10.17.,심청이를 소재로 새로운 발상이여서 신선하네요~ㅎㅎ,0,,,
리디,연재본,,tak***,2022.10.17.,귀하디 귀한 동양물.... 잘 읽겠습니다,0,,,
리디,연재본,,da1***,2022.10.17.,넘 재밌어요!! 서사가 미쳤습니다,0,,,
리디,연재본,,ssd***,2022.10.17.,심청이로 소재로 해서 더 흥미롭습니다,0,,,
리디,연재본,,csk***,2022.10.17.,최고의 지엘 ㅠㅠ 청이랑 혐관으로 시작해서 애정 쌓아나가는 서사가 최고예요,0,,,
리디,연재본,,cy7***,2022.10.17.,흥미롭네요. 재미있게보고 있어요!!!!!,0,,,
리디,연재본,,min***,2022.10.17.,심청전을 모티브로 해서 만들어진 게 너무 신선하고 키워드랑 소재도 취향저격이에요. 정주행 시작합니다.,0,,,
리디,연재본,,blu***,2022.10.17.,그녀의 심청 리디에도 나왔네요!,0,,,
리디,연재본,,air***,2022.10.17.,스토리와 작화 모두 마음에 들어요 재밌습니다!,0,,,
리디,연재본,,rid***,2022.10.17.,재미있게 보고 있어요.,0,,,
리디,연재본,,zlz***,2022.10.17.,키워드 작화 최고임 ㅎㅎ,0,,,
리디,연재본,,rid***,2022.10.17.,심청전의 한 부분을 새롭게 해석한게 흥미롭네요 그림체도 예쁘고 재밌어요,0,,,
리디,연재본,,sou***,2022.10.17.,작화 스토리 모두 맘에 들어요,0,,,
리디,연재본,,sky***,2022.10.17.,심청전을 모티브로 한 설정이 신선하네요. 작화도 예쁘고 스토리도 흥미로워서 재밌게 잘 보고 있습니다.,0,,,
리디,연재본,,rnr***,2022.10.17.,어머 별생각 없이 보다가 술술 읽히네요 기대됩니다,0,,,
리디,연재본,,dlz***,2022.10.17.,신기하네요 심청전을 가지고 이렇게 생각하다니....,0,,,
리디,연재본,,pil***,2022.10.17.,이렇게도 상상이 되는구나 싶네요~ 신기,0,,,
리디,연재본,,hac***,2022.10.17.,심청전이 모티브인데 색다른 배경과 작화가 취향이에요 재밌어요,0,,,
리디,연재본,,soy***,2022.10.17.,작화도 예쁘고 새로운 시선도 재밌습니다,0,,,
리디,연재본,,ejr***,2022.10.17.,키워드가 취향이라 봤는데 재밌어요.,0,,,
리디,연재본,,bj2***,2022.10.17.,"오~ 심청전을 그리 잘 알아도 장승상 부인이 왜 공양미를 래주었을까 생각해 본적이 없네요 정말. 신기하고 신박한 내용과
          생각들 입니다. 그림도 귀엽고 심청이도 귀엽고 장승상 부인은 불쌍하네요.",0,,,
리디,연재본,,kis***,2022.10.17.,아 이거 알아요 유명한 건데 이거 툰으로 나왔네요,0,,,
리디,연재본,,wdb***,2022.10.17.,제발 이걸 봐줘... 이건 찐이라고...,0,,,
리디,연재본,,bag***,2022.10.17.,알던 이야기를 이렇게 비틀 수도 있군요! 흠 더 사실적이고 개연성이 느껴지네요. 청이 캐릭터가 아주 매력적이에요.,0,,,
리디,연재본,,pop***,2022.10.17.,gl은 첨인데 신선하네요. 잘 알고 있는 심청전을 모티브로 해서 그런지 더 흥미로운거 같아요,0,,,
리디,연재본,,eun***,2022.10.17.,외전까지 모두 올라와있어서 좋아요.,0,,,
리디,연재본,,spe***,2022.10.17.,재미있게 보고 있어요,0,,,
리디,연재본,,hyu***,2022.10.17.,진짜 사랑하는 동양물에 우리가 흔히 아는 내용일 심청전에 gl이라니... 이건 선물이네요,0,,,
리디,연재본,,ash***,2022.10.17.,"심청전을 뒤틀고 거기에 GL 한 스푼.소재도 작화도 좋고, 무엇보다 심청전을 뒤튼 내용이 재미있어요.",0,,,
리디,연재본,,jun***,2022.10.17.,언제 봐도 재미있는 명작. gl장르 팬이든 아니든 볼 가치가 있다.,0,,,
리디,연재본,,son***,2022.10.17.,그림체스토리 다 좋아요,0,,,
리디,연재본,,sea***,2022.10.17.,설정이 특이하면서도 재미있어요.몰입해서 읽었어요.,0,,,
리디,연재본,,ide***,2022.10.17.,신선하고 독특한데 너무 흥미롭게 봤어요,0,,,
리디,연재본,,thr***,2022.10.17.,작화 예쁘고 스토리도 재밌어요,0,,,
리디,연재본,,bar***,2022.10.17.,심청전 원작에서 벗어나서 여성들의 연대를 보여준 게 신선하고 재밌어요,0,,,
리디,연재본,,gar***,2022.10.17.,"그림체가 스토리와 잘 어울리고 심청전을 새로운 시각으로 설정한게 특이하면서 색다르네요. 어려운 환경에 처한 청이와 늙은
          남편에게 시집와 안좋은 소문의 장승상부인이 서로 만나면서 친해져가는게 보기 좋고 재밌어요.",0,,,
리디,연재본,,bri***,2022.10.17.,우와 진짜 독특하다,0,,,
리디,연재본,,wld***,2022.10.17.,스토리가 몰입감 있어요,0,,,
리디,연재본,,ima***,2022.10.17.,작화도 예쁘고 몰입감이 좋아요,0,,,
리디,연재본,,ssa***,2022.10.17.,작화도 너무 예쁘고 재미있어요 여주들도 매력있고 좋아요,0,,,
리디,연재본,,als***,2022.10.17.,작화도 스토리도 좋네요~,0,,,
리디,연재본,,don***,2022.10.17.,소재도 신선하고 스토리도 몰입감이 좋아 재밌어요,0,,,
리디,연재본,,coo***,2022.10.17.,스토리도 작화도 좋았습니다,0,,,
리디,연재본,,one***,2022.10.17.,그림체도 예쁘고 스토리도 재밌어서 좋아요!,0,,,
리디,연재본,,jem***,2022.10.17.,설정도 흥미롭고 캐릭터도 매력있어서 재밌어요,0,,,
리디,연재본,,dkn***,2022.10.17.,작화도 예쁘고 스토리도 흥미진진하고 재밌어요,0,,,
리디,연재본,,gra***,2022.10.17.,오 이게 이제 들어왔네요 존잼,0,,,
리디,연재본,,jem***,2022.10.17.,소재도 독특하고 설정도 신선해서 재밌게 보고 있습니다,0,,,
리디,연재본,,inu***,2022.10.17.,리디에서도 볼수있어서 좋네요,0,,,
리디,연재본,,098***,2022.10.17.,이야기가 살짝 독특해요.,0,,,
리디,연재본,,myy***,2022.10.17.,작화도 좋고 스토리도 너무 좋아서 집중해사 봤어요,0,,,
리디,연재본,,cod***,2022.10.17.,작화도 좋고 원작이랑 다른 부분도 신선하고 재밌어요,0,,,
리디,연재본,,fri***,2022.10.17.,잘 알려진 이야기를 새롭게 재해석해서 기대이상으로 재밌어요.,0,,,
리디,연재본,,don***,2022.10.17.,작화도 예쁘고 설정도 신선해서 흥미진진하고 재밌어요,0,,,
리디,연재본,,lyr***,2022.10.17.,"외전,,보니까 행복하다.. 더 주셨으면 좋겠어요",0,,,
리디,연재본,,yiw***,2022.10.17.,설정이 엄청 흥미로워요. 심청전 원작에는 없는 장 승상 부인이라는 인물이 어떤 역할을 할지 기대됩니다.,0,,,
리디,연재본,,jum***,2022.10.17.,작화가 곱고 예뻐서 눈길이 가네요.,0,,,
리디,연재본,,wjh***,2022.10.17.,대작입니다 봐주세요,0,,,
리디,연재본,,my2***,2022.10.17.,심청이가 이렇게 각설되다니...너무 신박하고 재미 있네,0,,,
리디,연재본,,dal***,2022.10.17.,작화가 너무 좋아요. 아는 이야기를 새롭게 해석해서 스토리도 재미있어요,0,,,
리디,연재본,,ssu***,2022.10.17.,지엘 처음인데 너무 재밌어요..ㅠㅠ,0,,,
리디,연재본,,ver***,2022.10.17.,대작느낌 낭낭...,0,,,
리디,연재본,,lov***,2022.10.17.,유명작이 리디에 드디어ㅋㅋ 믿고 봅니다,0,,,
리디,연재본,,tet***,2022.10.17.,와 이 유명한 작품을 제가 보게되다니ㅠㅠㅠㅠ진짜 인생작이고 갓작이에요..퀄리티나 전체적인 방면에서 클라스가 다름,0,,,
리디,연재본,,goo***,2022.10.18.,시대가 여자한테는 정말 우울하고 힘든 상황이네요 정말 속터지는...,0,,,
리디,연재본,,hye***,2022.10.18.,제가 처음보는 장르인데 빠져들어서 계속 봤어요...,0,,,
리디,연재본,,iov***,2022.10.18.,진짜 갓작이에요 작화 스토리 연출 뭐 하나 빠지는게 없어요,0,,,
리디,연재본,,mil***,2022.10.18.,그야말로 갓작품... 타 플랫폼에서 엄청 재밌게 봤는데 여기서 또 보게 되니 좋았습니다,0,,,
리디,연재본,,lov***,2022.10.18.,너무 재미있습니다! 술술 읽혀요~,0,,,
리디,연재본,,cas***,2022.10.18.,"캐릭터가 진심 너무 매력있어요! 심청전을 재해석한 것도 흥미롭고 스토리가 탄탄해서 몰입도도 좋아요. 그림체도 진짜 예뻐서
          뭐하나 부족한 게 없네요ㅎㅎ",0,,,
리디,연재본,,bo0***,2022.10.18.,"그동안 알아왔던 심청이가 아닌 완전히 새로운 느낌의 심청이라 색다르고 재밌어요 스토리도 흥미롭고 개그코드도 좋아서 엄청
          웃었어요 앞으로 어떻게 흘러갈지 기대되는 작품이에요 작화도 예쁘고 작품 분위기나 스토리랑 잘 어울려서 몰입도 잘돼요",0,,,
리디,연재본,,fpd***,2022.10.18.,타플랫폼에서 정말 재밌게 봤는데 여기서도 보내요! 다시봐도 정말 재밌다..,0,,,
리디,연재본,,dbf***,2022.10.18.,작화도 좋고 심청전을 소재로 풀어낸 스토리가 정말 좋아요..,0,,,
리디,연재본,,pom***,2022.10.18.,"심청전을 이렇게 풀어낼 수 있다니,, 직가님 진짜 천재 아니신지,,?",0,,,
리디,연재본,,jin***,2022.10.18.,소재 좋으네...간절하기도 하고 쓸쓸한 내면이 설핏설핏 보이는 것도 좋네,0,,,
리디,연재본,,zks***,2022.10.18.,심청전을 이렇게 색다르게 상상해보는 재미도 있네요,0,,,
리디,연재본,,zho***,2022.10.18.,우리가 잘 아는 심청전을 이렇게 각색할 수도 있다는 게 넘 흥미로워요 작화도 넘 예쁘네요,0,,,
리디,연재본,,nub***,2022.10.18.,심청을 이렇게 만나니까 또 새로운 것 같아요. 전혀 다른 이야기로 그려지는 것도 흥미롭고 작화도 인상적이라 마음에 들어요.,0,,,
리디,연재본,,sls***,2022.10.18.,이 작품이 찐이다 둘 관계가 너무 좋아요,0,,,
리디,연재본,,hyo***,2022.10.18.,흑흑.... 아직 초반인데 벌써부터 화가 난다...,0,,,
리디,연재본,,hgb***,2022.10.18.,작화도 좋고 소재도 서사도 너무 마음에 들어요.오래 기억에 남을 것 같습니다,0,,,
리디,연재본,,cas***,2022.10.18.,"작화가 진짜 너무 이쁘네요.그리고 심청전을 색다르게 잘 각색하신것같아요.감동포인트 웃음포인트 짠내포인트가
          다 적절하게 버무러진 작품같네요.재밌어요",0,,,
리디,연재본,,coz***,2022.10.18.,색다른 해석이 좋아요.,0,,,
리디,연재본,,bpa***,2022.10.18.,작화가 예뻐서 몰입감이 확 듭니다~,0,,,
리디,연재본,,g05***,2022.10.18.,그림체너무이뻐요 ㅠㅠ,0,,,
리디,연재본,,7hu***,2022.10.18.,그림이 너무 예쁜데 개그컷도 너무 웃겨요. 심청전의 색다른 해석이네요.,0,,,
리디,연재본,,qwe***,2022.10.18.,진짜 명작이에요ㅠㅠ,0,,,
리디,연재본,,h01***,2022.10.18.,그림체 좋아요 동양풍 너무 마음에 듭니다!! 내용도 대박..,0,,,
리디,연재본,,aso***,2022.10.18.,작화가 마음에 들어 시작했는데 이야기가 너무 재미있어서 빠져듭니다,0,,,
리디,연재본,,shd***,2022.10.18.,재미있어요 !,0,,,
리디,연재본,,won***,2022.10.18.,아니 1화부터 대반전 먼데ㅎㄷㄷㄷㄷ 한국 대표작을 이렇게 반전시키네ㄷㄷ,0,,,
리디,연재본,,cic***,2022.10.18.,작화 너무 맘에 드는데다 심청전을 배경으로 한 이야기라 더 흥미롭네요,0,,,
리디,연재본,,fun***,2022.10.18.,작화가 너무 좋고 캐릭터 관계도가 좋아요,0,,,
리디,연재본,,hic***,2022.10.18.,드씨로 먼저 접했는데.이 작품으로 gl에 눈뜸 ㅠㅠㅠㅠ,0,,,
리디,연재본,,pro***,2022.10.18.,작화가 예쁘고 스토리도 좋아서 재밌게 봤어요!,0,,,
리디,연재본,,xap***,2022.10.18.,"그저 갓작..한국 사람이면 모를수가 없는 고전 이야기를 이렇게나 독창적이고 흥미로우면서 가슴 찌르르하게 재해석한 작품을
          본적이 없어요..",0,,,
리디,연재본,,eka***,2022.10.18.,고전을 예상치 못하게 풀어나가서 흥미로워요,0,,,
리디,연재본,,ack***,2022.10.18.,시대배경도 좋고 그림이 너무 아름다워요,0,,,
리디,연재본,,wow***,2022.10.18.,스토리도 신선하고 흥미로워요,0,,,
리디,연재본,,jej***,2022.10.18.,내가 알고있던 심청전이 이렇게 새롭게 해석되어진것에 놀라며 읽고있네요. 계속 읽으러갑니다 ~,0,,,
리디,연재본,,rla***,2022.10.18.,좋아하는취향은 아니지만 새롭네요,0,,,
리디,연재본,,5in***,2022.10.18.,너무 재밌어요ㅠㅠ 리디에서도 보다니 너무 좋네요,0,,,
리디,연재본,,ejb***,2022.10.18.,"고전 심청전을 담백한 현실을 가미해서 새롭게 풀어낸 것만도 흥미로운데, 새인물과 배경을 첨가하여 완전히 다른 주제를 가진
          스토리로의 변신이 흥미만점이라 순식간에 끝을 읽어가는 나를 발견한 책!",0,,,
리디,연재본,,yul***,2022.10.18.,흔히 아는 심청전의 내용을 새롭게 각색하셔서 흥미롭게 봤어요,0,,,
리디,연재본,,ber***,2022.10.18.,재밌게 잘 봤어요!!,0,,,
리디,연재본,,tls***,2022.10.18.,매력적인 웹툰입니덩,0,,,
리디,연재본,,rid***,2022.10.18.,익숙한 심청전이 이런 변신을!!작화도 너무 예쁘고 재미있어요^^,0,,,
리디,연재본,,bac***,2022.10.18.,작화도 예쁘고 익히 아는 이야기를 다른시각으로 풀어내는데 재밌어요.,0,,,
리디,연재본,,hj6***,2022.10.18.,새로운 시각으로 보는 웹툰이라 재밌네요 앞으로도 기대됩니다,0,,,
리디,연재본,,kik***,2022.10.18.,표지부터 취향이라 시작했는데 흥미진진해서 술술읽혀요,0,,,
리디,연재본,,pun***,2022.10.18.,와 이 작품 많이 들어서 궁금했는데 리디에서 만나게 되어서 너무 좋아요 ㅜㅠㅜㅠ,0,,,
리디,연재본,,sks***,2022.10.18.,아... 보면서 아릿하다고해야하나 ㅜㅜ 슬프기도 하고... 재밌게 봤습니다,0,,,
리디,연재본,,han***,2022.10.18.,좋은 작품 보게 돼서 너무 기뻐요 모든 게 완벽한 작품ㅠ 재밌게 보고 있습니다!,0,,,
리디,연재본,,hah***,2022.10.18.,"작화도 좋고 스토리도 좋고 인물들도 매력적입니다.. ㅠㅠ외전 달고 좋아요… 꾸금 외전도 보고싶어요ㅠㅠ둘이 이대로
          못보내요!!!",0,,,
리디,연재본,,som***,2022.10.18.,"소외 계층 여성인 심청과 상류 사회 여성인 장 승상 부인, 두 여성의 연대와
            아름다운 사랑 이야기라니... 전래 동화로 읽었던 심청전을 이런 관점으로 재해석한 게 너무 신선하고, 고된 날들에 지치고 포기하고 싶지만... 눈이 먼 아버지를 자신의 손으로 버릴 수도, 스스로
            세상을 버릴 수...계속 읽기소외 계층 여성인 심청과 상류 사회 여성인 장 승상 부인, 두 여성의 연대와 아름다운 사랑 이야기라니... 전래 동화로 읽었던 심청전을 이런 관점으로 재해석한 게 너무
            신선하고, 고된 날들에 지치고 포기하고 싶지만... 눈이 먼 아버지를 자신의 손으로 버릴 수도, 스스로 세상을 버릴 수도 없어 차라리 자신에게 천벌을 내려달라고 처절하게 소원을 비는 심청이
            짠하고 안타깝고, 그런 기구한 심청의 삶이 너무 안쓰러워요ㅠㅠ 얼른 심청과 승상 부인이 서로의 상처를 이해하며 보듬어주고, 서로의 부족함을 채워줘서 알콩달콩 달달하게 지내는 모습을 보고 싶어요!
            게다가 작화도 너무 예쁘고, 스토리도 탄탄하고, 흥미진진하고 짜임새 있는 이야기 전개로 인해 몰입해서 술술 보게 됩니다!",0,,,
리디,연재본,,mol***,2022.10.18.,한번 도전해 보겠습니당^^,0,,,
리디,연재본,,mim***,2022.10.18.,소재도 신선하고 작화예쁘고 재밌네요,0,,,
리디,연재본,,gen***,2022.10.18.,심청과 승상부인의 워맨스가 심장을 뛰게 하네요 ㅎㅎ,0,,,
리디,연재본,,seo***,2022.10.18.,그림 내용 모두 좋아요,0,,,
리디,연재본,,dho***,2022.10.18.,그냥 한번 봤는데 재밌네요 리뷰보니 유명한 작품인가보네요,0,,,
리디,연재본,,sca***,2022.10.18.,작화도 좋고 서사도 좋고 뭐하나 빠지지 않네요 체고,0,,,
리디,연재본,,kny***,2022.10.18.,유명해서 제목은 진작 알고있었는데 유명할만 하네요ㅠ,0,,,
리디,연재본,,tls***,2022.10.18.,지엘 넘 좋아요 ♡ 설렙니다 명작,0,,,
리디,연재본,,dks***,2022.10.18.,작화도 좋고 재미있어요!,0,,,
리디,연재본,,jos***,2022.10.18.,"서사가 탄탄하게 잡혀서 툰을 보더라도 스토리라인 중요하게 여기는 분들이라면 다들 좋아할 것 같아요! 기존에 알던 심청이
          이야기와 색다른시점으로 다가갈 수 있는 점도 좋았어요~",0,,,
리디,연재본,,had***,2022.10.18.,그녀의 심청 워낙 유명해서 잘 알고있죠 작화 이쁘다ㅜㅜㅜ,0,,,
리디,연재본,,oyr***,2022.10.18.,"작화가 너무 깔끔하면서도 멋있어서 좋았어요~스토리도 생각 못했던 전개로 흘러가다보니 신선하게 느껴지고 더욱 마음
          아파지네요~",0,,,
리디,연재본,,kic***,2022.10.18.,워낙 명작이다 보니 흥미롭네요,0,,,
리디,연재본,,kic***,2022.10.18.,여성들의 연대 이야기 최고,0,,,
리디,연재본,,kic***,2022.10.18.,서사가 너무 좋은 작품같아요,0,,,
리디,연재본,,mer***,2022.10.18.,귀한 동양풍에 작화도 너무 예쁘네요 기대됩니다 재밌어요,0,,,
리디,연재본,,shm***,2022.10.18.,진짜 많은 분들이 봤음 좋겠어요.,0,,,
리디,연재본,,min***,2022.10.18.,장승상 부인이 이렇게 해석될 수 있다니!!! 역시 내공깊은 작가님,0,,,
리디,연재본,,man***,2022.10.18.,그녀의심청 넘 좋아ㅏ요 ㅠㅠ 웃음도 울음도 다 있습니다,0,,,
리디,연재본,,dyd***,2022.10.18.,심청이라니 ㅎㅎ 재밌어요 흥미진진!!,0,,,
리디,연재본,,ghf***,2022.10.18.,"어렸을 때 본 심청전을 어른이 되어서 다른 시각으로 보게 되니 생각이 많아지네요 둘의 사랑을 응원하게 되고 전개가 궁금해서
          계속 보게 돼요",0,,,
리디,연재본,,blu***,2022.10.18.,작화가 이쁘고 재미있아요,0,,,
리디,연재본,,0eh***,2022.10.18.,그림이 너무 예쁘네요 마음에 들어요,0,,,
리디,연재본,,oou***,2022.10.18.,작화도 예쁘고 설정도 마음에 들어서 재밌어요~~~,0,,,
리디,연재본,,hjx***,2022.10.18.,색다른 심청이 이야기!!! 넘나 흥미진진합니당!!! 승상부인 불쌍해요 ㅠㅠ,0,,,
리디,연재본,,yey***,2022.10.18.,와 너무 예쁘구 재밌어요!,0,,,
리디,연재본,,seu***,2022.10.18.,그림체가 너무 예쁘고 원작과 또 다른 느낌이라 좋았어요,0,,,
리디,연재본,,sma***,2022.10.18.,괜히 클래식이 아닌 수작입니다,0,,,
리디,연재본,,wkc***,2022.10.18.,심청전을 이렇게 멋진 이야기로 만들줄이야ㅠㅠㅠ 마지막에 정말 감동했어요 심청이랑 마님 앞에 이제 꽃길만 있으면 좋겠어요,0,,,
리디,연재본,,wat***,2022.10.18.,그림체 너무 맘에들어요 재밌네요,0,,,
리디,연재본,,agi***,2022.10.18.,그림체가 예쁘고 재미있어요~!,0,,,
리디,연재본,,dan***,2022.10.18.,그림체도 이쁘고 내용이 흥미로워요,0,,,
리디,연재본,,481***,2022.10.18.,그림체도 좋고 무엇보다 재밌어서 계속보게돼요.,0,,,
리디,연재본,,lem***,2022.10.18.,"와.. 예쁘네요.. 그리고 심청이 이야기를 새롭게 풀어낸 것이 진짜 넘 좋아요. 아버지 진짜 짜증 짜증.. 주변인들도..
          그래도 둘이 끝까지 손잡고 행복하게 할 수 있어서 다행이에요.. ㅠㅠ 행복해야해요...흑..",0,,,
리디,연재본,,ora***,2022.10.18.,그림이 너무 재밌어요,0,,,
리디,연재본,,mer***,2022.10.18.,모르고 들어왔는데 재밌네요,0,,,
리디,연재본,,lov***,2022.10.18.,그림체너무이뻐요 여주인생이 기구하네요,0,,,
리디,연재본,,lov***,2022.10.18.,"청이 인생 너무 먹먹하네요장승상 부인 만나게되고 대가없는 호의와 친절 그리고 우정사랑 나누게 되어서
          다행이에요",0,,,
리디,연재본,,foo***,2022.10.18.,작화너무 예뻐요 정주행 할게요,0,,,
리디,연재본,,zbv***,2022.10.18.,보고싶던 작품인데 리디에도 런칭되서 좋아요ㅠㅠㅠ,0,,,
리디,연재본,,kil***,2022.10.18.,재밌어요~ 그림체도 좋구,0,,,
리디,연재본,,ret***,2022.10.18.,작화도 예쁘고 재미있어요,0,,,
리디,연재본,,man***,2022.10.18.,시작부터 재미있어요ㅠㅠ,0,,,
리디,연재본,,pat***,2022.10.18.,작화 너무 예쁘고 스토리도 흥미롭네요.,0,,,
리디,연재본,,cho***,2022.10.18.,잔잔하면서 먹먹하기도 하고 뭔가 설레이기도 한....,0,,,
리디,연재본,,her***,2022.10.18.,심청전을 웹툰으로 각색을 잘하신것같아요.다른 관점에서 보는것도 신박함.,0,,,
리디,연재본,,dnv***,2022.10.18.,작화 좋고 마음을 움직이게 하는 스토리예요. 오랜만에 좋은 작품 만났어요,0,,,
리디,연재본,,rla***,2022.10.18.,세리 비완 님 전작이 궁금해서 봤는데 역시나 갓작,0,,,
리디,연재본,,mmm***,2022.10.18.,결말까지 완벽한 작품이예요.,0,,,
리디,연재본,,hum***,2022.10.18.,일단 그림이 예뻐서 손이가네요~뭔가 동화의 다른버전 느낌!!,0,,,
리디,연재본,,dls***,2022.10.18.,GL 웹툰 첨인데 작화가 예쁘네요,0,,,
리디,연재본,,jm1***,2022.10.18.,그림이 너무 예뻐요 정주행$하겠습니다,0,,,
리디,연재본,,sjs***,2022.10.18.,세리비완님표 여캐 최고야... 제가 제일 애정하는 gl만화 중 하나입니다ㅠㅠ 서사 촘촘하고 캐디도 이뻐요,0,,,
리디,연재본,,sky***,2022.10.18.,작화 멋지고 여주중심 스토리라 좋습니다!,0,,,
리디,연재본,,ljs***,2022.10.18.,작화가 너무 예뻐서 눈길이 갑니다! 누구나 잘 아는 심청전을 다르게 해석한게 흥미로워요,0,,,
리디,연재본,,ham***,2022.10.18.,다른 웹툰 플랫폼에서도 결제해서 두번씩 봤습니다... 띵작... 그저 갓....,0,,,
리디,연재본,,ros***,2022.10.18.,결말까지 완벽한 작품이에요,0,,,
리디,연재본,,ddk***,2022.10.18.,스토리가 흥미롭네요.재미있게 읽고있습니다,0,,,
리디,연재본,,kjr***,2022.10.18.,행복했으면좋겠네요.,0,,,
리디,연재본,,bap***,2022.10.18.,지엘 입문작이었는데 그냥 갓작입니다,0,,,
리디,연재본,,kuh***,2022.10.18.,오나벽한 이야기...,0,,,
리디,연재본,,eas***,2022.10.18.,스토리가 좋네요 재밌어요,0,,,
리디,연재본,,aku***,2022.10.18.,여운이.남아요 재밌어요,0,,,
리디,연재본,,kar***,2022.10.18.,마음을 울리게하믄 포인트가 있어요 재밌어요,0,,,
리디,연재본,,jkr***,2022.10.18.,gl 좋아하는데 너무 재밌어요,0,,,
리디,연재본,,suh***,2022.10.18.,드디어 리디에 심청전이...!!!! 감사합니다,0,,,
리디,연재본,,ter***,2022.10.18.,재밌게 읽었어요ㅎㅎㅎ,0,,,
리디,연재본,,whf***,2022.10.18.,너무재밋어서 술술읽혀요~~,0,,,
리디,연재본,,fnz***,2022.10.18.,최고에요 여운이 많이 남네요,0,,,
리디,연재본,,kuh***,2022.10.18.,아직까지 이 작품이 리디에 없었다는 게 충격적,0,,,
리디,연재본,,wls***,2022.10.18.,너무 흥미진진 존잼여요,0,,,
리디,연재본,,smi***,2022.10.18.,원작도 정말 재밌다는 이야기 많이 들었어요. 툰을 먼저 보는데 너무 좋아요,0,,,
리디,연재본,,201***,2022.10.18.,이제 막 보기 시작했는데 흥미진진해요정주행 시작합니다,0,,,
리디,연재본,,joo***,2022.10.18.,초반인데도 흥미진진ㅠ,0,,,
리디,연재본,,ate***,2022.10.18.,"그녀의 심청 아예 안 본 사람은 있어도 한 번만 본 사람은 없습니다.장르 떠나서 품고 있는 내용 자체도 명작이예요.
          진짜 눈물 줄줄 뽑으니까 다들 꼭 보셨으면 좋겠다...믿고보는 세리님 비완님 작품. 이분들 작품은 항상 꼭 챙겨봐요...제 인생 작가님덜 사랑합니다",0,,,
리디,연재본,,saf***,2022.10.18.,와.. 작화가 정말 잘 어울리네요. 전래동화의 재해석 좋습니다. 백합물이라니,0,,,
리디,연재본,,lov***,2022.10.18.,재밌어요 흥미롭고 작화도 좋아요,0,,,
리디,연재본,,nah***,2022.10.18.,각색이라 더 흥미롭고 재밌어요 스님 언제 망하나요..,0,,,
리디,연재본,,s51***,2022.10.18.,"제가 아는 심청전이 GL로 각색되서 나오니까 신기하고 재밌어요작화는 뭐 말해뭐하겠어요ㅋㅋ 와 작가님
          대박천재캐릭터들도 입체적이고 앞으로 전개도 기대됩니다",0,,,
리디,연재본,,nan***,2022.10.18.,심청전을 gl로 다시 그리다니 흥미롭고 재밌네요. 작화도 예쁘고 캐릭터들도 매력있어요.,0,,,
리디,연재본,,bab***,2022.10.18.,작화도 이쁘고 너무나도 감동적인 이야기라 재밌게 봤어요~,0,,,
리디,연재본,,ah0***,2022.10.18.,심청이가 이렇게까지 바뀔 수 있다니 ! 재미있을꺼 같아요,0,,,
리디,연재본,,rid***,2022.10.18.,교훈적이고 아름다운 사랑 이야기,0,,,
리디,연재본,,pud***,2022.10.18.,심청전을 이렇게 표현하실 줄이야ㅠㅠㅠ 재밌어요! 앞으로 어떻게 전개될지 기대됩니다!,0,,,
리디,연재본,,kuh***,2022.10.18.,레전드 그저 레전드 사랑해요,0,,,
