출처,형태,세부정보,날짜,내용,공감,비공감
네이버시리즈,연재본,,2018-03-11 1:25,팬심은 어느때나 무섭구나...ㄷㄷ,31,0
네이버시리즈,연재본,,2018-03-11 1:22,힐데로드...네크로가 불쌍해....!,16,0
네이버시리즈,연재본,,2018-03-11 1:15,그래....갈비가 최고지!!,20,0
네이버시리즈,연재본,,2018-03-11 1:14,아이고......,13,0
네이버시리즈,연재본,,2018-03-10 15:31,산을......밀....ㅇ..ㅓ......?,23,0
네이버시리즈,연재본,,2018-03-10 15:28,모솔..... 뭔가 동질감이......,20,1
네이버시리즈,연재본,,2018-03-10 15:21,무식한거야.....?순진한거야.........?,32,0
네이버시리즈,연재본,,2018-03-10 15:18,벌초하다 전쟁 날 것 같ㅇ.............,18,0
네이버시리즈,연재본,,2018-03-10 15:10,오크가 참 불상하네.....,17,0
네이버시리즈,연재본,,2018-03-10 11:16,어이구야..,17,0
네이버시리즈,연재본,,2018-03-10 11:01,팥죽 만들기 안쉬워.......,29,0
네이버시리즈,연재본,,2018-03-10 10:44,크흠...........빡빡이....사제..,20,0
네이버시리즈,연재본,,2018-03-10 10:39,먹고싶은 것 같은데........,19,0
네이버시리즈,연재본,,2018-03-10 10:24,크...큼.......대....머리...,14,0
네이버시리즈,연재본,,2018-03-10 8:50,뱀파이어 죽일 각 인듸?ㅡ^ㅡ;;;,32,0
네이버시리즈,연재본,,2018-03-10 3:08,푸핫! 막필 청이의 말에 빵 터진 사람 손??,1,0
네이버시리즈,연재본,,2018-03-09 10:29,어디서 용인족 따위가 최강 드래곤의 신부에게 그딴 소리를...,40,1
네이버시리즈,연재본,,2018-03-09 4:57,어허... 청이한테 그런소리하면 궁궐 뽑히고 나라 망하는데 안하는게 좋아...,35,0
네이버시리즈,연재본,,2018-03-09 2:31,훈훈하다가 마지막에 제대로 약 빨으신듯 ㅋㅋ,7,0
네이버시리즈,연재본,,2018-03-09 1:48,너무 얌전하다햇는데 막판에 ㅋㅋㅋㅋ 아놔 ㅋㅋ,9,0
네이버시리즈,연재본,,2018-03-09 1:42,청이한테 저런말을 하면 베르키스가 궁궐을 뽑는건 맞음.,51,0
네이버시리즈,연재본,,2018-03-06 3:22,솔직히 최근 베르키스가 음식 먹는거 못 봤음.,27,0
네이버시리즈,연재본,,2018-03-02 19:43,언제보아도 어느편을보아도 청이를 따라가기엔 제가 한없이 부족한듯 싶습니다... 그래서 제가 한입 먹어보고 얘기하면 안될까요?,6,0
네이버시리즈,연재본,,2018-03-02 6:33,요리마스터,6,0
네이버시리즈,연재본,,2018-03-02 2:57,"그래서 이둘은 언제 결혼 하는거죠, 작가님?(작가님도 뜻이 있겧지♡♡♡♡)",10,0
네이버시리즈,연재본,,2018-03-02 2:05,청이 기준에서는 조촐한 수준이지.,27,0
네이버시리즈,연재본,,2018-02-27 4:04,오매오매 요즘 개그빨이 부족한거 같아서 잠시 결제를 멈췄더니 이런 거한 뒤통수를!!,7,0
네이버시리즈,연재본,,2018-02-27 3:11,베르키스가 청이의 시무룩(?)한걸 보면 어찌할려나ㅋ,16,0
네이버시리즈,연재본,,2018-02-23 19:59,헐,8,0
네이버시리즈,연재본,,2018-02-23 9:05,4. 아스날 무엇ㅋㅋ 아스널 팬이신가,10,0
네이버시리즈,연재본,,2018-02-23 1:53,청이가 용인족으로 변하면 베르키스하고 결혼할수 있나요?,22,0
네이버시리즈,연재본,,2018-02-20 15:57,저도 배길수군이랑 찜질방 가면 맥반석계란 잘 까줄 수 있는데요... 하ㅋㅋㅋㅋㅋㅋ 고추장에 이어 이젠 찜질방이라니 대륙이 조선의 국뽕으로 물들어가는듯합니닼ㅋㅋㅋ,4,1
네이버시리즈,연재본,,2018-02-20 3:08,혼천탕 덕분에 베르키스를 3일동안 회피했었던 청이(...),25,0
네이버시리즈,연재본,,2018-02-16 8:44,"쿨럭! 혼, 혼천탕!? 쿨럭!",26,0
네이버시리즈,연재본,,2018-02-13 19:48,너무 착하다...,23,0
네이버시리즈,연재본,,2018-02-13 6:35,"헐?! 가, 갇혀???",12,0
네이버시리즈,연재본,,2018-02-13 6:17,드래곤이 세상에.....,21,0
네이버시리즈,연재본,,2018-02-11 7:48,"단오 = 이 세계(관)에서 올림픽, 대축제 ← ?",16,0
네이버시리즈,연재본,,2018-02-11 6:57,Aㅏ‥‥,11,0
네이버시리즈,연재본,,2018-02-11 6:55,안습하다‥안습해‥ㅉㅉ‥,17,0
네이버시리즈,연재본,,2018-02-11 6:46,아이폰ㅋㅋㅋㅋ,14,0
네이버시리즈,연재본,,2018-02-11 6:30,"아, 너무하잖아‥칼리디스‥",11,0
네이버시리즈,연재본,,2018-02-11 6:01,헐‥‥‥,9,0
네이버시리즈,연재본,,2018-02-11 5:54,이제 청이가 17살이 되는거야 ㄷㄷ?,19,0
네이버시리즈,연재본,,2018-02-10 7:25,이게 또 이렇게....,15,0
네이버시리즈,연재본,,2018-02-10 7:14,빠르다...!,9,0
네이버시리즈,연재본,,2018-02-10 7:08,지금 설마 파닥파닥으로 가는건가..?,24,0
네이버시리즈,연재본,,2018-02-10 6:49,시간을달리는소녀 아닌가요? 하울에서 그런거 못본듯한... 아니면 ㅈㅅ,13,2
네이버시리즈,연재본,,2018-02-09 17:21,티라누스 때문에 K-2소총을 분실했을 어느부대 군인에게 묵념..ㅠㅠ,46,1
네이버시리즈,연재본,,2018-02-09 11:38,쩝ᆢ오늘 저녁은 뼈해장국ᆢ,3,0
네이버시리즈,연재본,,2018-02-09 2:10,아이고 아법님ㅜㅠㅜ,8,0
네이버시리즈,연재본,,2018-02-02 12:50,역시 늑대인간도 단숨에 조련하시는 용비마마님 클라스ㅋㅋㅋㅋㅋ,10,0
네이버시리즈,연재본,,2018-02-02 2:12,로보야 축☆하☆해~,26,0
네이버시리즈,연재본,,2018-01-31 19:06,아이고 불쌍해라ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뱀파이어는 청이 납치하더니 늑대인간은 우리 용왕님 어무이를ㅋㅋㅋㅋㅋ,38,1
네이버시리즈,연재본,,2018-01-30 8:31,취직하겠다고 발버둥치다가 결국 사장님(?)의 어머님을 납치하다니......삼가명복미리빌어드릴께요ㅠ,8,0
네이버시리즈,연재본,,2018-01-30 1:45,삼가 늑대인간의 명복을 빕니다~ ㅋㅋㅋ,6,0
네이버시리즈,연재본,,2018-01-30 1:30,태용비마마님!,20,0
네이버시리즈,연재본,,2018-01-26 5:47,미안해 그 취직하려는 회사 사장 죽고 다른놈이 사장됬다...,38,0
네이버시리즈,연재본,,2018-01-26 2:09,카이저투스가 죽었다는 사실조차 모른 채 500년이나 헛고생이 곧 보상을 받습니다. 청이의 새 테이밍 대상이 나타났습니다.,37,0
네이버시리즈,연재본,,2018-01-23 5:16,"단테의 「신곡」의 화자 단테를 인도하는 베르길리우스는 그를 데리고 천국, 연옥, 지옥을 여행합니다.",23,0
네이버시리즈,연재본,,2018-01-23 4:14,드디어 상봉! ㅠㅠㅠㅠ,22,0
네이버시리즈,연재본,,2018-01-23 3:57,저걸 다 먹고 뜨끈한 물을 부워서 누룽지를 후루룩 챱챱 먹으면 크우,19,0
네이버시리즈,연재본,,2018-01-23 3:53,어서와 시원함은 처음이지?,12,0
네이버시리즈,연재본,,2018-01-23 3:47,빙수야 팥빙수야~ 가 대령되겠습니다!,20,0
네이버시리즈,연재본,,2018-01-23 3:43,일러가 기대되는 화 군요,18,0
네이버시리즈,연재본,,2018-01-23 3:15,저런.... 함부로 그런 약속을 해버리다니,12,0
네이버시리즈,연재본,,2018-01-23 3:12,정령왕이 산삼이얔ㅋㅋㅋㅋㅋㅋ,23,0
네이버시리즈,연재본,,2018-01-23 2:59,부케ㅋㅋㅋㅋㅋㅋ 저러면 아무도 받아내질 못하겠군여,8,0
네이버시리즈,연재본,,2018-01-23 1:26,작가님 그렇게 굴리시더니 드디어 징수관 인생을 펴주시는건가요!,36,0
네이버시리즈,연재본,,2018-01-23 0:51,"하울의 움직이는 성이 생각나네요 마지막 부분쯤에 소피가 과거의 하울에게 미래에서 기다릴게! 라는 말을 남기고, 다시 초반 부분의 하울과 소피가 처음 만나는 장면에 하울이 소피에게 한참 찾았잖아 라고 합니다. 그게 꼭 생각나네요 둘다 약간 감동적(?)이고",22,0
네이버시리즈,연재본,,2018-01-23 0:01,안녕 장남? 청월드는 처음이지? 이제 곧 청이의 매력에 흠뻑 빠져서 네가 매달리게 될거란다,20,0
네이버시리즈,연재본,,2018-01-22 23:52,칼로 찔릴 걱정은 당연히 없겠죠 우리 용왕님이 계시니까요ㅋㅋ,16,0
네이버시리즈,연재본,,2018-01-22 23:43,불쌍하다ㅋㅋㅋㅋㅋ,14,0
네이버시리즈,연재본,,2018-01-22 23:39,뱀파이어들 입맛 버릴텐데,20,0
네이버시리즈,연재본,,2018-01-22 23:34,국왕아 내가 만든 캐릭터들이 사람 안죽이고 잡는데 도가텄거든? 만나볼텨???? 이 쉐리가 주글라고!,17,0
네이버시리즈,연재본,,2018-01-22 23:28,덤으로 꽃분 아씨의 식량도 가져가요 용왕님!,21,0
네이버시리즈,연재본,,2018-01-22 23:23,왜 이 여자가 내 여자다 이 사람이 내 사람이다라고 말을 못하냐고!,29,0
네이버시리즈,연재본,,2018-01-22 23:18,이 화의 일러스트는 꼭 봐야겠군요 아마도 청이의 모습일테니까!,14,0
네이버시리즈,연재본,,2018-01-22 23:12,안녕? 내 이름은 꽃분이라고해 네가 청이 언니를 해꼬지할 계획을 짜서 슬픈 드래곤 이랄까?,50,0
네이버시리즈,연재본,,2018-01-22 23:08,아이고 꽃분 아씨....,18,1
네이버시리즈,연재본,,2018-01-22 22:59,용왕님 그게 아니라구요ㅋㅋㅋㅋㅋㅋㅋㅋ,17,0
네이버시리즈,연재본,,2018-01-22 22:57,고기 튀김에 소스 부어 먹을ㅋㅋㅋㅋㅋㅋㅋ,16,0
네이버시리즈,연재본,,2018-01-22 22:53,아이고~ㅋㅋㅋㅋㅋ 우리 꽃분아씨는 보석을 먹는 드래곤이구나~,3,0
네이버시리즈,연재본,,2018-01-22 22:48,아이고 꽃분아씨~~!!,2,0
네이버시리즈,연재본,,2018-01-22 22:44,용왕님의 잠은 다 날아가게됐군여ㅋㅋㅋㅋ,2,0
네이버시리즈,연재본,,2018-01-19 14:24,베르키스가 차원이동하면서 사고친것인가 아니면 잊혀진 베르키스아빠가 돌아오려고 실험하는걸까..ㅋㅋ,31,0
네이버시리즈,연재본,,2018-01-19 9:56,현대 문물이 저렇게 많이 퍼지면...,17,1
네이버시리즈,연재본,,2018-01-19 4:01,대체 무슨 일이 일어나는거죠..?,5,0
네이버시리즈,연재본,,2018-01-16 16:28,드디어 눈물의상봉! 그리고 집안내력으로 밝혀진 마이웨이성격ㅋㅋㅋ,51,0
네이버시리즈,연재본,,2018-01-16 1:50,제가요....왠만하면 작가분에세 담편내놓으라 이야기 안하거든여?? 여보세요 작가님?? 여기서 자르면 어떡해요 ㅜ,6,0
네이버시리즈,연재본,,2018-01-12 9:05,푸드득!,5,0
네이버시리즈,연재본,,2018-01-12 7:40,캬ㅑ캬캬캬ㅑㅑ캬ㅓㅋㅋ흐얔학 베르키스 의외로 양심적이넼,33,0
네이버시리즈,연재본,,2018-01-12 7:35,앜ㅋㅋㅋㅋ 오늘분 연재 보고 충격받고 미리보기 하러온 1인임닼,21,0
네이버시리즈,연재본,,2018-01-12 6:14,여러분은 지금 장인어른을 위해 친아버지를 버린 천하의 불효막심 드래곤을 보고 있사와요. 과연 청이가 이 사실을 알면 어떻게 나올까요?,13,0
네이버시리즈,연재본,,2018-01-12 2:13,한쪽 아버지를 대려오기 위해 자기 아버지를 버리다니,72,0
네이버시리즈,연재본,,2018-01-11 19:41,심봉사ㅋㅋ 아니 이제 심두령ㅋㅋ,4,0
네이버시리즈,연재본,,2018-01-09 10:42,네? 누가요? 네?,5,0
네이버시리즈,연재본,,2018-01-09 5:59,혹시 눈도 뜨셨나? 아님 아수라로 전직하신건가?,24,0
네이버시리즈,연재본,,2018-01-09 4:52,정답 그래서 우리는 노답ㅋㅋㅋㅋ아부지 라임 찰지시네요,53,0
네이버시리즈,연재본,,2018-01-09 4:31,허~? 심 두령님??,6,0
네이버시리즈,연재본,,2018-01-09 4:07,뭐얏 ㅋㅋㅋ,15,0
네이버시리즈,연재본,,2018-01-09 3:04,예?? 잠깐만요????ㅋㅋㅋㅋㅋ,27,0
네이버시리즈,연재본,,2018-01-09 2:20,이건 완전히 퓨젼이 되어가고 있쟈나~,5,0
네이버시리즈,연재본,,2018-01-09 2:16,두령님...?,3,0
네이버시리즈,연재본,,2018-01-05 5:19,미안 그런거 없어 혈마찡...,9,0
네이버시리즈,연재본,,2018-01-05 4:13,열심히 뺑이까고 보니까 시킨사람은 이미 사라진걸 깨달았을때의 사독천이 불쌍하다ㅜㅜㅋㅋㅋㅋㅋ,18,0
네이버시리즈,연재본,,2017-12-29 7:56,재미에 비해서 별점이 낮아서 안타까워요.네이버 소설 중 이게 최고예요!,11,0
네이버시리즈,연재본,,2017-12-29 7:33,저의 촉이 이야기 합니다. 청이가 염화룡 테이밍(?)에 성공한듯합니다,6,0
네이버시리즈,연재본,,2017-12-29 6:20,아프로디테와 프쉬케 이야기를 보는 것 같군요. 아프로디테의 노여움을 산 프쉬케가 그녀가 내리는 과업들을 해나가는 거이...,4,0
네이버시리즈,연재본,,2017-12-29 2:16,늘 마음에 드는 전개입니다 ㅋㅋ,12,0
네이버시리즈,연재본,,2017-12-26 2:14,고부갈등(? )시작이군요 ㅎㅎㅎ 아 진짜 베르랑 청이는 결혼해야 합니다//////,7,0
네이버시리즈,연재본,,2017-12-23 16:14,어머님등장!!,4,0
네이버시리즈,연재본,,2017-12-19 1:54,시어머님(?)께서 드디어 강림하셧습니다...,8,0
네이버시리즈,연재본,,2017-12-19 1:45,원래 수욜연재 아니었나요...? 빨리 나온 게 감사하기야 하지만... 아니 설마 오늘내일 연참 가려나요?,7,0
네이버시리즈,연재본,,2017-12-19 1:44,큰일났다 ㅋㅋㅋㅋ,4,0
네이버시리즈,연재본,,2017-12-18 4:17,ㅋㅋ진짜 제목도 그렇고 내용도 그렇고 넘나 꿀잼이라능,5,0
네이버시리즈,연재본,,2017-12-16 18:18,심봉사ㅜㅜ청이 보러 갑세,3,0
네이버시리즈,연재본,,2017-12-15 4:33,히잉 감격적이에요,15,0
네이버시리즈,연재본,,2017-12-15 2:47,꽃분아ㅠㅠㅠ 그 분 그대로 품에 안고 귀환해버렷,5,0
네이버시리즈,연재본,,2017-12-13 14:06,정령왕이 나오고 이제 마족이 남았네요.,5,0
네이버시리즈,연재본,,2017-12-12 3:01,그 2만인분또한 1인분의 양이 남들 먹는 10인분쯤 될터인디... 이유는 먹성 좋은 오크들이 있응께...,5,0
네이버시리즈,연재본,,2017-12-08 1:40,아...... 정령왕은 산삼이었구나......,8,0
네이버시리즈,연재본,,2017-12-05 5:03,설마 또 모르모트될라고 ㅋㅋㅋㅋㅋ,2,0
네이버시리즈,연재본,,2017-12-03 19:22,빨리 결혼해 짝!결혼해 짝!,3,0
네이버시리즈,연재본,,2017-12-01 5:39,ㅋㅋㅋㅋㅋㅋㅋ 부케가 별이 되었다닠ㅋㅋㅋㅋㅋㅋㅋ,4,0
네이버시리즈,연재본,,2017-12-01 2:13,왜 청이가 귀엽다고 인정을 안하는건데?! 베르키스!,15,0
네이버시리즈,연재본,,2017-12-01 2:01,사랑을 듬뿍담은 맴매 ㅋㅋㅋ,16,0
네이버시리즈,연재본,,2017-12-01 1:59,막내엿어 저 거구가 ㅋㅋㅋ,19,0
네이버시리즈,연재본,,2017-12-01 1:45,"안녕하세요, 문백경입니다. 이번 금요일(12월 1일)엔 다음 에피소드 스토리를 준비하기 위하여 미리보기를 1화만 업로드하게 되었습니다. 판매를 위해서라면 금요일 2화 업로드를 유지하는 것이 이득이긴 하지만, 잠깐의 이득을 위해 낮은 퀄리티의 결과물을 내어놓는 것은 독자님들에 대한 예의가 아니라는 생각이 들었습니다. 다음주부터 더욱 참신하고 재미나는 스토리로 주3화 연재(화1 / 금2)를 올려드릴 수 있도록 더욱 노력하겠습니다. 감사합니다!",8,0
네이버시리즈,연재본,,2017-11-29 15:29,마..마늘..?,33,0
네이버시리즈,연재본,,2017-11-29 14:41,이렇게요리하는건 처음보넼ㅋ,23,0
네이버시리즈,연재본,,2017-11-29 14:31,기름ㅋㅋㅋ,20,0
네이버시리즈,연재본,,2017-11-29 14:21,리빙아머 무슨느낌일까..,36,0
네이버시리즈,연재본,,2017-11-28 4:01,"이야, 이건 뭨ㅋㅋㅋ베르키스, 의문의 1패",17,0
네이버시리즈,연재본,,2017-11-28 2:59,"1화만에 결혼이라 ㅋㅋㅋㅋㅋㅋ아, 대박!",19,0
네이버시리즈,연재본,,2017-11-28 2:35,다음에 오늘의 초능력이 있다면 여기에는 이 소설이 있다!,3,0
네이버시리즈,연재본,,2017-11-28 2:32,후름라이드라니..... 작가님 도대체 무슨 약을 하신겁니까ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하지만 이런 약이라면 언제든 오예입니다ㅠㅠㅠ 다음회가 시급해요,6,0
네이버시리즈,연재본,,2017-11-28 2:17,볼 때마다 느끼는건 - 작가님이 작정하고 약 빨고 쓰신 듯...,5,0
네이버시리즈,연재본,,2017-11-26 6:27,하.하.하. 아이구 배야.,15,0
네이버시리즈,연재본,,2017-11-26 5:51,청이 원정대,13,0
네이버시리즈,연재본,,2017-11-26 5:46,모-쏠,17,1
네이버시리즈,연재본,,2017-11-24 6:19,지금 청이와 베르키스 둘다 사랑함 감정 느낀것도 모자라 호우호라까지‥‥마샤드를‥‥세상에ㅡ,42,0
네이버시리즈,연재본,,2017-11-24 5:58,사랑을 느꼈네.,21,0
네이버시리즈,연재본,,2017-11-24 2:27,육지의 털복숭이를 사랑한 우람한 인어공주라니ㅠㅠㅠㅠㅠ 아 귀여운데 너무 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7,0
네이버시리즈,연재본,,2017-11-23 6:34,한 뚝배기 하실래예~?,28,0
네이버시리즈,연재본,,2017-11-23 6:26,아..앙대 청아!!,16,0
네이버시리즈,연재본,,2017-11-23 5:50,코! 삐 !꼬! 더! 뚠!,38,0
네이버시리즈,연재본,,2017-11-23 5:39,... 어이 어이. 잠깐. ㄷㄷ,23,0
네이버시리즈,연재본,,2017-11-22 7:43,으아. 역대급. 코믹하고 감동도 있고. 으아....내 쿠키....그러나 후회는 없다!!!!!!! 코롱아아아!!!!!!,4,0
네이버시리즈,연재본,,2017-11-22 3:35,아 미치겠닼ㅋㅋㅋ크고아름다운엿을준댘ㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋ-ㅋㅋ,3,0
네이버시리즈,연재본,,2017-11-21 19:22,인어공주 호러판이라 호우호라인가ㅜㅜ줄여서 호라~~~~~노잼이라 죄송ㅋㅋㅋㄱ암튼ㅜㅜ인어공주와마샤드의 사랑이냐냥?,4,0
네이버시리즈,연재본,,2017-11-21 4:53,"ㅋㅋㅋㅋㅋㅋ아니, 어떤 분이 동화 어쩌구저쩌구 나오면 어떻겠냐고 하신 댓글 본 것 같은데 진짜로 하실 줄이얔ㅋㅋㅋㅋㅋ",19,0
네이버시리즈,연재본,,2017-11-21 4:10,이 무슨‥‥묘인족 x 인어공주? 컥,15,0
네이버시리즈,연재본,,2017-11-21 2:54,인어공주가...... 세상에...... (말잇못),7,0
네이버시리즈,연재본,,2017-11-21 2:21,던지는 줄 알았어양.... 그런데 젖은 털은 그렇게 느낌이 좋지만은 않을텐데양.....,17,0
네이버시리즈,연재본,,2017-11-21 1:59,털의 힘은 놀랍지,18,0
네이버시리즈,연재본,,2017-11-18 18:18,앜ㅋㅋㅋ공포의 알보칠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3,0
네이버시리즈,연재본,,2017-11-17 11:55,알.보.칠!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,13,0
네이버시리즈,연재본,,2017-11-17 11:22,[속보]전직 징수관 과도한 업무로 황궁서 과로사,5,0
네이버시리즈,연재본,,2017-11-17 6:22,징수관이! 국왕으로 확정이라니! 경★축!!,24,0
네이버시리즈,연재본,,2017-11-17 4:53,어?...인생 핌ㅋㅋㅋ,22,0
네이버시리즈,연재본,,2017-11-17 4:00,역시 인생은 한방??. 저기 작가님 춘향전의 초반부를 도입해볼 생각 없으십니까...-쟤들 데이트다운 데이트좀 시켜줘요...ㅜㅜ,5,0
네이버시리즈,연재본,,2017-11-17 3:41,ㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋ 전직징수관 ㅋㅋㅋㅋㅋㅋ 너무 괴롭힘 당하다가 ㅋㅋㅋㅋㅋㅋㅋㅋ보상을 받았네 ㅋㅋㅋㅋㅋㅋㅋ,32,0
네이버시리즈,연재본,,2017-11-17 3:35,만티코어의 콧물로오 노예장에 오신걸 환영하오! 망할 공작이여!,23,0
네이버시리즈,연재본,,2017-11-17 1:53,"우와, 악당은 노역장으로 떠나고, 착한 사람은 출세했당~",4,0
네이버시리즈,연재본,,2017-11-15 4:14,아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그렇다고 이마에 된장을 발라버리다니ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 조선의 향기에 취하는군요 ㅋㅋㅋㅋㅋ,5,0
네이버시리즈,연재본,,2017-11-14 7:06,역시 청이 답구낰ㅋㅋㅋ,20,0
네이버시리즈,연재본,,2017-11-14 3:50,완전 야매잖아요ㅋㅋㅋㅋㅋㅋ 된장냄새 계속 맡을레? 순순히 음식먹을레? 인데ㅋㅋㅋ아.. 어찌됬든 강제로 밥먹게해서 미각이 돌아왔으니 치료한게 맞나..요?ㅋㅋㅋㅋ,38,0
네이버시리즈,연재본,,2017-11-14 2:36,공작 이마에 질퍽한 된장 투하를!,15,0
네이버시리즈,연재본,,2017-11-14 2:10,전 말이죠....그래도 명색이 요리(?!)이야기가 나오니까 된장찌개를 생각했거든요.. 진짜로요........ㅋㅋㅋㅋㅋㅋ,5,0
네이버시리즈,연재본,,2017-11-14 1:43,국왕이랑 비슷한 공작아! 그 놈의 국왕 될라고 지 아들 죽이려고하고..... 어휴. 너두 똑같이 국왕처럼 되길 빌어줄게!,19,0
네이버시리즈,연재본,,2017-11-13 23:00,메주-고추장-된장. 와앜ㅋㅋㅋ 된장이래!!,24,0
네이버시리즈,연재본,,2017-11-13 14:58,"청이를 보고 싶다고 말해봐, 좋아한다는걸 자각해봐! 베르키스ㅡ!!",17,0
네이버시리즈,연재본,,2017-11-13 14:49,고구마 줄기 까는거 의외로 번거롭단다~,14,1
네이버시리즈,연재본,,2017-11-13 14:39,16화를 보시면 이해하실꺼에요!!,12,0
네이버시리즈,연재본,,2017-11-13 14:32,아~ 사이다 그 이상이야!! 캬아아!!!,15,0
네이버시리즈,연재본,,2017-11-13 14:27,와‥‥인성 썩은게 보통이 아니야,25,1
네이버시리즈,연재본,,2017-11-13 14:24,"야, 국왕. 너 죽을뻔했어. 청이가 보고 있어서 살은거라고",21,0
네이버시리즈,연재본,,2017-11-13 14:20,왜 좋아한다는 감정을 눈치채지 못해!!!,21,0
네이버시리즈,연재본,,2017-11-13 14:10,독자님들ㅋㅋㅋㅋ,12,0
네이버시리즈,연재본,,2017-11-10 13:13,황씨어르신 외전 한번 갑시다,13,0
네이버시리즈,연재본,,2017-11-10 10:00,이 세계관 속 최강자는 황씨 아저씨가 아닐런지.....,12,0
네이버시리즈,연재본,,2017-11-10 8:59,ㅋㅋㅋㅋㅋㅋ모가지만 잘린게아니라면 걍발러 ㅋㅋㅋㅋㅋㅋㅋㅋ,5,0
네이버시리즈,연재본,,2017-11-10 3:02,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ헐 된장ㅋㅋㅋㅋㅋㅋㅋ,17,0
네이버시리즈,연재본,,2017-11-10 3:02,역시 황씨어르신! 기다렸다 메주 드디어 된장푸는건가,17,0
네이버시리즈,연재본,,2017-11-09 11:32,"질문해주신 부분에 간략하게만 답을 드리자면, 중성자 축퇴압을 가볍게 씹고, 중력 붕괴 중인 극초신성 내부에서 멀쩡할 정도는 됩니다 ^^;ㅎㅎㅎ",3,0
네이버시리즈,연재본,,2017-11-09 8:46,거기다 강착원반제트의 속도라면 초속 7만킬로 정도인데 그게 그냥 서핑이라니.... 베르키스는 용신이었나요?,2,0
네이버시리즈,연재본,,2017-11-09 8:43,초신성폭발이 일어날 때 온도가 천억도인데 그게 일광욕이면 베르키스는 도대체 얼마나 강한 것인가요?,2,0
네이버시리즈,연재본,,2017-11-07 11:28,공간축은 맞는데 시간축이 과거로??!,26,0
네이버시리즈,연재본,,2017-11-07 3:08,어머머! 어린 청이가!,22,0
네이버시리즈,연재본,,2017-11-04 2:00,설탕으로 장군때리고 김치로 외통수 맞은격!,19,0
네이버시리즈,연재본,,2017-11-03 3:56,ㅋㅋㅋㅋㅋㅋㅋ설탕따위 김치로 이긴다!,29,0
네이버시리즈,연재본,,2017-11-03 3:37,김치에 고구마의 궁합은 최고! 그나저나 공작의 아들 슈가인지 뭔지하는거 썩은거 내다온건 아니겠지?,17,0
네이버시리즈,연재본,,2017-11-03 2:14,"베르키스야, 생각 잘했다!",4,0
네이버시리즈,연재본,,2017-11-01 7:03,아..이래서 드라마나 소설이나 만화책은 완결이 나올때 한번에봐야하는거였어..,4,0
네이버시리즈,연재본,,2017-10-31 8:47,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이번화 현웃터졌어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,0
네이버시리즈,연재본,,2017-10-31 4:52,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아, 베르키스가 저걸 보면 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",21,0
네이버시리즈,연재본,,2017-10-31 4:04,"저러다 지가 청이에게 반하거나, 아니면 아부지에게 대들거나 둘 중 하나겠군 ㅋㅋㅋㅋㅋ",2,0
네이버시리즈,연재본,,2017-10-31 3:40,청이: 네 다음 무상 노동력^^,26,0
네이버시리즈,연재본,,2017-10-31 3:34,ㅋㅋㅋ 아 넘 웃겨서 배꼽빠질거 같아요,12,0
네이버시리즈,연재본,,2017-10-27 13:34,징수관이 대박사업아이템 마룡굴산 특대달콤고구마를 획득하셨습니다(+10000000000),4,0
네이버시리즈,연재본,,2017-10-27 9:36,누가 뒤에서 칼로 감히 찌를 수 있을까요. 찌르려고 하는 순간 베르키스가 나타나서 그 사람을 파탄내버릴 터인데.,5,0
네이버시리즈,연재본,,2017-10-27 2:23,뭐가 이렇게 깨알같죠 ㅋㅋㅋ 청이 나물처럼 버리는 사람이 없고 버리는 물건이 없네요 ㅋㅋㅋ,22,0
네이버시리즈,연재본,,2017-10-27 2:12,청이 쟨 진짜 누가 뒤에서 칼로 찌를 걱정은 없겠다. 진짜 쟤는 아이돌 될듯,21,0
네이버시리즈,연재본,,2017-10-27 1:50,그렇게 전직관은 고구마로 사람을 도우면서 개과천선을 하게되었습니다......?,22,0
네이버시리즈,연재본,,2017-10-27 1:47,와. 연속 두편!,10,0
네이버시리즈,연재본,,2017-10-24 5:03,청이 의 멘토이자 베르키스의 숙적 인 고을 의원인 황씨 ㅋㅋㅋㅋ,8,0
네이버시리즈,연재본,,2017-10-24 2:15,결국엔 베르키스는ㅋㅋㅋㅋㅋㅋㅋㅋㅋ. 뭐 마지막 글부분을 보면 꼭 청이랑 베르키스랑 행복했음 좋겠어요. 아버지도 모셔오고!,26,0
